"","GameClock","Speed"
"176","00:00:17",0
"177","00:00:17",0
"178","00:00:17",0
"179","00:00:17",0
"180","00:00:18",0
"181","00:00:18",0
"182","00:00:18",0
"183","00:00:18",0
"184","00:00:18",0
"185","00:00:18",0
"186","00:00:18",0
"187","00:00:18",0
"188","00:00:18",0
"189","00:00:18",0
"190","00:00:19",0
"191","00:00:19",0
"192","00:00:19",0
"193","00:00:19",0
"194","00:00:19",0
"195","00:00:19",0
"196","00:00:19",0
"197","00:00:19",0
"198","00:00:19",0
"199","00:00:19",0
"200","00:00:20",0
"201","00:00:20",0
"202","00:00:20",0
"203","00:00:20",0
"204","00:00:20",0
"205","00:00:20",0
"206","00:00:20",0
"207","00:00:20",0
"208","00:00:20",0
"209","00:00:20",0
"210","00:00:21",0
"211","00:00:21",0
"212","00:00:21",0
"213","00:00:21",0
"214","00:00:21",0
"215","00:00:21",0
"216","00:00:21",0
"217","00:00:21",0
"218","00:00:21",0
"219","00:00:21",0
"220","00:00:22",0
"221","00:00:22",0
"222","00:00:22",0
"223","00:00:22",0
"224","00:00:22",0
"225","00:00:22",0
"226","00:00:22",0
"227","00:00:22",0
"228","00:00:22",0
"229","00:00:22",0
"230","00:00:23",0
"231","00:00:23",0
"232","00:00:23",0
"233","00:00:23",0
"234","00:00:23",0
"235","00:00:23",0
"236","00:00:23",0
"237","00:00:23",0
"238","00:00:23",0
"239","00:00:23",0
"240","00:00:24",0
"241","00:00:24",0
"242","00:00:24",0
"243","00:00:24",0
"244","00:00:24",0
"245","00:00:24",0
"246","00:00:24",0
"247","00:00:24",0
"248","00:00:24",0
"249","00:00:24",0
"250","00:00:25",0
"251","00:00:25",0
"252","00:00:25",0
"253","00:00:25",0
"254","00:00:25",0
"255","00:00:25",0
"256","00:00:25",0
"257","00:00:25",0
"258","00:00:25",0
"259","00:00:25",0
"260","00:00:26",0
"261","00:00:26",0
"262","00:00:26",0
"263","00:00:26",0
"264","00:00:26",0
"265","00:00:26",0
"266","00:00:26",0
"267","00:00:26",0
"268","00:00:26",0
"269","00:00:26",0
"270","00:00:27",0
"271","00:00:27",0
"272","00:00:27",0
"273","00:00:27",0
"274","00:00:27",0
"275","00:00:27",0
"276","00:00:27",0
"277","00:00:27",0
"278","00:00:27",0
"279","00:00:27",0
"280","00:00:28",0
"281","00:00:28",0
"282","00:00:28",0
"283","00:00:28",0
"284","00:00:28",0
"285","00:00:28",0
"286","00:00:28",0
"287","00:00:28",0
"288","00:00:28",0
"289","00:00:28",0
"290","00:00:29",0
"291","00:00:29",0
"292","00:00:29",0
"293","00:00:29",0
"294","00:00:29",0
"295","00:00:29",0
"296","00:00:29",0
"297","00:00:29",0
"298","00:00:29",0
"299","00:00:29",0
"300","00:00:30",0
"301","00:00:30",0
"302","00:00:30",0
"303","00:00:30",0
"304","00:00:30",0
"305","00:00:30",0
"306","00:00:30",0
"307","00:00:30",0
"308","00:00:30",0
"309","00:00:30",0
"310","00:00:31",0
"311","00:00:31",0
"312","00:00:31",0
"313","00:00:31",0
"314","00:00:31",0
"315","00:00:31",0
"316","00:00:31",0
"317","00:00:31",0
"318","00:00:31",0
"319","00:00:31",0
"320","00:00:32",0
"321","00:00:32",0
"322","00:00:32",0
"323","00:00:32",0
"324","00:00:32",0
"325","00:00:32",0
"326","00:00:32",0
"327","00:00:32",0
"328","00:00:32",0
"329","00:00:32",0
"330","00:00:33",0
"331","00:00:33",0
"332","00:00:33",0
"333","00:00:33",0
"334","00:00:33",0
"335","00:00:33",0
"336","00:00:33",0
"337","00:00:33",0
"338","00:00:33",0
"339","00:00:33",0
"340","00:00:34",0
"341","00:00:34",0
"342","00:00:34",0
"343","00:00:34",0
"344","00:00:34",0.31388914
"345","00:00:34",0.47777816
"346","00:00:34",0.40555588
"347","00:00:34",0
"348","00:00:34",0
"349","00:00:34",0
"350","00:00:35",0
"351","00:00:35",0.54722266
"352","00:00:35",0.61388938
"353","00:00:35",0.60833382
"354","00:00:35",0.61944494
"355","00:00:35",0.3888892
"356","00:00:35",0.3611114
"357","00:00:35",0
"358","00:00:35",0
"359","00:00:35",0
"360","00:00:36",0
"361","00:00:36",0
"362","00:00:36",0
"363","00:00:36",0
"364","00:00:36",0
"365","00:00:36",0
"366","00:00:36",0
"367","00:00:36",0
"368","00:00:36",0
"369","00:00:36",0
"370","00:00:37",0
"371","00:00:37",0
"372","00:00:37",0
"373","00:00:37",0
"374","00:00:37",0
"375","00:00:37",0
"376","00:00:37",0
"377","00:00:37",0
"378","00:00:37",0
"379","00:00:37",0
"380","00:00:38",0
"381","00:00:38",0
"382","00:00:38",0
"383","00:00:38",0
"384","00:00:38",0
"385","00:00:38",0
"386","00:00:38",0
"387","00:00:38",0
"388","00:00:38",0
"389","00:00:38",0
"390","00:00:39",0
"391","00:00:39",0
"392","00:00:39",0
"393","00:00:39",0
"394","00:00:39",0
"395","00:00:39",0
"396","00:00:39",0
"397","00:00:39",0
"398","00:00:39",0
"399","00:00:39",0
"400","00:00:40",0
"401","00:00:40",0
"402","00:00:40",0
"403","00:00:40",0.38333364
"404","00:00:40",0.41111144
"405","00:00:40",0.57777824
"406","00:00:40",0.66111164
"407","00:00:40",0.58888936
"408","00:00:40",0.6527783
"409","00:00:40",0
"410","00:00:41",0
"411","00:00:41",0
"412","00:00:41",0
"413","00:00:41",0
"414","00:00:41",0
"415","00:00:41",0.49444484
"416","00:00:41",0.58055602
"417","00:00:41",0.67500054
"418","00:00:41",0.416667
"419","00:00:41",0
"420","00:00:42",0
"421","00:00:42",0.3055558
"422","00:00:42",0.57500046
"423","00:00:42",0.9861119
"424","00:00:42",0.83611178
"425","00:00:42",0.6527783
"426","00:00:42",0.36388918
"427","00:00:42",0
"428","00:00:42",0
"429","00:00:42",0
"430","00:00:43",0
"431","00:00:43",0
"432","00:00:43",0
"433","00:00:43",0
"434","00:00:43",0
"435","00:00:43",0
"436","00:00:43",0
"437","00:00:43",0
"438","00:00:43",0.30000024
"439","00:00:43",0
"440","00:00:44",0
"441","00:00:44",0
"442","00:00:44",0
"443","00:00:44",0
"444","00:00:44",0
"445","00:00:44",0
"446","00:00:44",0
"447","00:00:44",0
"448","00:00:44",0
"449","00:00:44",0
"450","00:00:45",0
"451","00:00:45",0
"452","00:00:45",0
"453","00:00:45",0
"454","00:00:45",0
"455","00:00:45",0
"456","00:00:45",0
"457","00:00:45",0
"458","00:00:45",0
"459","00:00:45",0
"460","00:00:46",0
"461","00:00:46",0
"462","00:00:46",0
"463","00:00:46",0
"464","00:00:46",0
"465","00:00:46",0
"466","00:00:46",0
"467","00:00:46",0
"468","00:00:46",0
"469","00:00:46",0
"470","00:00:47",0
"471","00:00:47",0
"472","00:00:47",0
"473","00:00:47",0
"474","00:00:47",0
"475","00:00:47",0
"476","00:00:47",0
"477","00:00:47",0
"478","00:00:47",0
"479","00:00:47",0
"480","00:00:48",0
"481","00:00:48",0
"482","00:00:48",0
"483","00:00:48",0
"484","00:00:48",0
"485","00:00:48",0
"486","00:00:48",0
"487","00:00:48",0
"488","00:00:48",0
"489","00:00:48",0
"490","00:00:49",0
"491","00:00:49",0
"492","00:00:49",0
"493","00:00:49",0
"494","00:00:49",0
"495","00:00:49",0
"496","00:00:49",0
"497","00:00:49",0
"498","00:00:49",0
"499","00:00:49",0
"500","00:00:50",0
"501","00:00:50",0
"502","00:00:50",0
"503","00:00:50",0
"504","00:00:50",0
"505","00:00:50",0
"506","00:00:50",0
"507","00:00:50",0
"508","00:00:50",0
"509","00:00:50",0
"510","00:00:51",0
"511","00:00:51",0
"512","00:00:51",0
"513","00:00:51",0
"514","00:00:51",0
"515","00:00:51",0
"516","00:00:51",0
"517","00:00:51",0
"518","00:00:51",0
"519","00:00:51",0
"520","00:00:52",0
"521","00:00:52",0
"522","00:00:52",0
"523","00:00:52",0
"524","00:00:52",0
"525","00:00:52",0
"526","00:00:52",0
"527","00:00:52",0
"528","00:00:52",0
"529","00:00:52",0
"530","00:00:53",0
"531","00:00:53",0
"532","00:00:53",0
"533","00:00:53",0
"534","00:00:53",0
"535","00:00:53",0
"536","00:00:53",0
"537","00:00:53",0
"538","00:00:53",0
"539","00:00:53",0
"540","00:00:54",0
"541","00:00:54",0
"542","00:00:54",0
"543","00:00:54",0
"544","00:00:54",0
"545","00:00:54",0
"546","00:00:54",0
"547","00:00:54",0
"548","00:00:54",0
"549","00:00:54",0
"550","00:00:55",0
"551","00:00:55",0
"552","00:00:55",0
"553","00:00:55",0
"554","00:00:55",0
"555","00:00:55",0
"556","00:00:55",0
"557","00:00:55",0
"558","00:00:55",0
"559","00:00:55",0
"560","00:00:56",0
"561","00:00:56",0
"562","00:00:56",0
"563","00:00:56",0
"564","00:00:56",0
"565","00:00:56",0
"566","00:00:56",0
"567","00:00:56",0
"568","00:00:56",0
"569","00:00:56",0
"570","00:00:57",0
"571","00:00:57",0
"572","00:00:57",0
"573","00:00:57",0
"574","00:00:57",0
"575","00:00:57",0
"576","00:00:57",0
"577","00:00:57",0
"578","00:00:57",0
"579","00:00:57",0
"580","00:00:58",0
"581","00:00:58",0
"582","00:00:58",0
"583","00:00:58",0
"584","00:00:58",0
"585","00:00:58",0
"586","00:00:58",0
"587","00:00:58",0
"588","00:00:58",0
"589","00:00:58",0
"590","00:00:59",0
"591","00:00:59",0
"592","00:00:59",0
"593","00:00:59",0
"594","00:00:59",0
"595","00:00:59",0
"596","00:00:59",0
"597","00:00:59",0
"598","00:00:59",0
"599","00:00:59",0
"600","00:01:00",0
"601","00:01:00",0
"602","00:01:00",0
"603","00:01:00",0
"604","00:01:00",0
"605","00:01:00",0
"606","00:01:00",0
"607","00:01:00",0
"608","00:01:00",0
"609","00:01:00",0
"610","00:01:01",0
"611","00:01:01",0
"612","00:01:01",0
"613","00:01:01",0
"614","00:01:01",0
"615","00:01:01",0
"616","00:01:01",0
"617","00:01:01",0
"618","00:01:01",0
"619","00:01:01",0
"620","00:01:02",0
"621","00:01:02",0
"622","00:01:02",0
"623","00:01:02",0
"624","00:01:02",0
"625","00:01:02",0
"626","00:01:02",0
"627","00:01:02",0
"628","00:01:02",0
"629","00:01:02",0
"630","00:01:03",0
"631","00:01:03",0
"632","00:01:03",0
"633","00:01:03",0
"634","00:01:03",0
"635","00:01:03",0
"636","00:01:03",0
"637","00:01:03",0
"638","00:01:03",0
"639","00:01:03",0
"640","00:01:04",0
"641","00:01:04",0
"642","00:01:04",0
"643","00:01:04",0
"644","00:01:04",0
"645","00:01:04",0
"646","00:01:04",0
"647","00:01:04",0
"648","00:01:04",0
"649","00:01:04",0
"650","00:01:05",0
"651","00:01:05",0
"652","00:01:05",0
"653","00:01:05",0
"654","00:01:05",0
"655","00:01:05",0
"656","00:01:05",0
"657","00:01:05",0
"658","00:01:05",0
"659","00:01:05",0
"660","00:01:06",0
"661","00:01:06",0
"662","00:01:06",0
"663","00:01:06",0
"664","00:01:06",0
"665","00:01:06",0
"666","00:01:06",0
"667","00:01:06",0
"668","00:01:06",0
"669","00:01:06",0
"670","00:01:07",0
"671","00:01:07",0
"672","00:01:07",0
"673","00:01:07",0
"674","00:01:07",0
"675","00:01:07",0
"676","00:01:07",0
"677","00:01:07",0
"678","00:01:07",0
"679","00:01:07",0
"680","00:01:08",0
"681","00:01:08",0
"682","00:01:08",0
"683","00:01:08",0
"684","00:01:08",0
"685","00:01:08",0
"686","00:01:08",0
"687","00:01:08",0
"688","00:01:08",0
"689","00:01:08",0
"690","00:01:09",0
"691","00:01:09",0.54444488
"692","00:01:09",0.60555604
"693","00:01:09",0.4444448
"694","00:01:09",0.35555584
"695","00:01:09",0
"696","00:01:09",0
"697","00:01:09",0
"698","00:01:09",0
"699","00:01:09",0
"700","00:01:10",0
"701","00:01:10",0
"702","00:01:10",0
"703","00:01:10",0
"704","00:01:10",0
"705","00:01:10",0
"706","00:01:10",0
"707","00:01:10",0
"708","00:01:10",0
"709","00:01:10",0
"710","00:01:11",0
"711","00:01:11",0
"712","00:01:11",0
"713","00:01:11",0
"714","00:01:11",0
"715","00:01:11",0
"716","00:01:11",0
"717","00:01:11",0
"718","00:01:11",0
"719","00:01:11",0
"720","00:01:12",0
"721","00:01:12",0
"722","00:01:12",0
"723","00:01:12",0
"724","00:01:12",0
"725","00:01:12",0
"726","00:01:12",0
"727","00:01:12",0
"728","00:01:12",0
"729","00:01:12",0
"730","00:01:13",0
"731","00:01:13",0
"732","00:01:13",0
"733","00:01:13",0
"734","00:01:13",0
"735","00:01:13",0
"736","00:01:13",0
"737","00:01:13",0
"738","00:01:13",0
"739","00:01:13",0
"740","00:01:14",0
"741","00:01:14",0
"742","00:01:14",0
"743","00:01:14",0
"744","00:01:14",0
"745","00:01:14",0
"746","00:01:14",0
"747","00:01:14",0
"748","00:01:14",0
"749","00:01:14",0
"750","00:01:15",0
"751","00:01:15",0
"752","00:01:15",0
"753","00:01:15",0
"754","00:01:15",0
"755","00:01:15",0
"756","00:01:15",0
"757","00:01:15",0
"758","00:01:15",0
"759","00:01:15",0
"760","00:01:16",0
"761","00:01:16",0
"762","00:01:16",0
"763","00:01:16",0.3055558
"764","00:01:16",0.33611138
"765","00:01:16",0
"766","00:01:16",0.36388918
"767","00:01:16",0.36944474
"768","00:01:16",0.33611138
"769","00:01:16",0
"770","00:01:17",0
"771","00:01:17",0.40555588
"772","00:01:17",0.53055598
"773","00:01:17",0
"774","00:01:17",0
"775","00:01:17",0
"776","00:01:17",0.36388918
"777","00:01:17",0
"778","00:01:17",0.3750003
"779","00:01:17",0
"780","00:01:18",0
"781","00:01:18",0
"782","00:01:18",0
"783","00:01:18",0
"784","00:01:18",0
"785","00:01:18",0
"786","00:01:18",0
"787","00:01:18",0
"788","00:01:18",0.31388914
"789","00:01:18",0.30277802
"790","00:01:19",0.30277802
"791","00:01:19",0
"792","00:01:19",0
"793","00:01:19",0
"794","00:01:19",0
"795","00:01:19",0
"796","00:01:19",0
"797","00:01:19",0
"798","00:01:19",0
"799","00:01:19",0
"800","00:01:20",0
"801","00:01:20",0
"802","00:01:20",0
"803","00:01:20",0
"804","00:01:20",0
"805","00:01:20",0
"806","00:01:20",0
"807","00:01:20",0
"808","00:01:20",0
"809","00:01:20",0
"810","00:01:21",0
"811","00:01:21",0
"812","00:01:21",0
"813","00:01:21",0
"814","00:01:21",0
"815","00:01:21",0
"816","00:01:21",0
"817","00:01:21",0
"818","00:01:21",0
"819","00:01:21",0
"820","00:01:22",0
"821","00:01:22",0
"822","00:01:22",0
"823","00:01:22",0
"824","00:01:22",0
"825","00:01:22",0
"826","00:01:22",0
"827","00:01:22",0
"828","00:01:22",0
"829","00:01:22",0
"830","00:01:23",0
"831","00:01:23",0.30000024
"832","00:01:23",0.43333368
"833","00:01:23",0.54722266
"834","00:01:23",0.63055606
"835","00:01:23",0.64444496
"836","00:01:23",0.42222256
"837","00:01:23",0.31111136
"838","00:01:23",0
"839","00:01:23",0
"840","00:01:24",0
"841","00:01:24",0
"842","00:01:24",0
"843","00:01:24",0
"844","00:01:24",0
"845","00:01:24",0
"846","00:01:24",0
"847","00:01:24",0
"848","00:01:24",0
"849","00:01:24",0
"850","00:01:25",0
"851","00:01:25",0
"852","00:01:25",0
"853","00:01:25",0
"854","00:01:25",0
"855","00:01:25",0
"856","00:01:25",0
"857","00:01:25",0
"858","00:01:25",0
"859","00:01:25",0
"860","00:01:26",0
"861","00:01:26",0
"862","00:01:26",0
"863","00:01:26",0
"864","00:01:26",0
"865","00:01:26",0
"866","00:01:26",0
"867","00:01:26",0
"868","00:01:26",0
"869","00:01:26",0
"870","00:01:27",0
"871","00:01:27",0
"872","00:01:27",0
"873","00:01:27",0
"874","00:01:27",0
"875","00:01:27",0
"876","00:01:27",0
"877","00:01:27",0
"878","00:01:27",0
"879","00:01:27",0
"880","00:01:28",0
"881","00:01:28",0
"882","00:01:28",0
"883","00:01:28",0
"884","00:01:28",0
"885","00:01:28",0
"886","00:01:28",0
"887","00:01:28",0
"888","00:01:28",0
"889","00:01:28",0
"890","00:01:29",0
"891","00:01:29",0
"892","00:01:29",0
"893","00:01:29",0
"894","00:01:29",0
"895","00:01:29",0
"896","00:01:29",0
"897","00:01:29",0
"898","00:01:29",0
"899","00:01:29",0
"900","00:01:30",0
"901","00:01:30",0
"902","00:01:30",0
"903","00:01:30",0
"904","00:01:30",0
"905","00:01:30",0
"906","00:01:30",0
"907","00:01:30",0
"908","00:01:30",0
"909","00:01:30",0
"910","00:01:31",0
"911","00:01:31",0
"912","00:01:31",0
"913","00:01:31",0
"914","00:01:31",0
"915","00:01:31",0
"916","00:01:31",0
"917","00:01:31",0
"918","00:01:31",0
"919","00:01:31",0
"920","00:01:32",0
"921","00:01:32",0
"922","00:01:32",0
"923","00:01:32",0
"924","00:01:32",0
"925","00:01:32",0
"926","00:01:32",0
"927","00:01:32",0
"928","00:01:32",0
"929","00:01:32",0
"930","00:01:33",0
"931","00:01:33",0
"932","00:01:33",0
"933","00:01:33",0
"934","00:01:33",0
"935","00:01:33",0
"936","00:01:33",0
"937","00:01:33",0
"938","00:01:33",0
"939","00:01:33",0
"940","00:01:34",0
"941","00:01:34",0
"942","00:01:34",0.34166694
"943","00:01:34",0.50833374
"944","00:01:34",0.47500038
"945","00:01:34",0.64722274
"946","00:01:34",0.35277806
"947","00:01:34",0.3055558
"948","00:01:34",0
"949","00:01:34",0
"950","00:01:35",0
"951","00:01:35",0
"952","00:01:35",0
"953","00:01:35",0
"954","00:01:35",0
"955","00:01:35",0
"956","00:01:35",0
"957","00:01:35",0
"958","00:01:35",0
"959","00:01:35",0
"960","00:01:36",0
"961","00:01:36",0
"962","00:01:36",0
"963","00:01:36",0
"964","00:01:36",0
"965","00:01:36",0
"966","00:01:36",0
"967","00:01:36",0
"968","00:01:36",0
"969","00:01:36",0
"970","00:01:37",0
"971","00:01:37",0
"972","00:01:37",0
"973","00:01:37",0
"974","00:01:37",0
"975","00:01:37",0
"976","00:01:37",0
"977","00:01:37",0
"978","00:01:37",0
"979","00:01:37",0
"980","00:01:38",0
"981","00:01:38",0
"982","00:01:38",0
"983","00:01:38",0
"984","00:01:38",0
"985","00:01:38",0
"986","00:01:38",0
"987","00:01:38",0
"988","00:01:38",0
"989","00:01:38",0
"990","00:01:39",0
"991","00:01:39",0
"992","00:01:39",0
"993","00:01:39",0
"994","00:01:39",0
"995","00:01:39",0
"996","00:01:39",0
"997","00:01:39",0
"998","00:01:39",0
"999","00:01:39",0
"1000","00:01:40",0
"1001","00:01:40",0
"1002","00:01:40",0
"1003","00:01:40",0
"1004","00:01:40",0
"1005","00:01:40",0
"1006","00:01:40",0
"1007","00:01:40",0
"1008","00:01:40",0
"1009","00:01:40",0
"1010","00:01:41",0
"1011","00:01:41",0
"1012","00:01:41",0
"1013","00:01:41",0
"1014","00:01:41",0
"1015","00:01:41",0
"1016","00:01:41",0
"1017","00:01:41",0
"1018","00:01:41",0
"1019","00:01:41",0
"1020","00:01:42",0
"1021","00:01:42",0
"1022","00:01:42",0
"1023","00:01:42",0
"1024","00:01:42",0
"1025","00:01:42",0
"1026","00:01:42",0
"1027","00:01:42",0
"1028","00:01:42",0
"1029","00:01:42",0
"1030","00:01:43",0
"1031","00:01:43",0
"1032","00:01:43",0
"1033","00:01:43",0
"1034","00:01:43",0
"1035","00:01:43",0
"1036","00:01:43",0
"1037","00:01:43",0
"1038","00:01:43",0
"1039","00:01:43",0
"1040","00:01:44",0
"1041","00:01:44",0
"1042","00:01:44",0
"1043","00:01:44",0
"1044","00:01:44",0
"1045","00:01:44",0
"1046","00:01:44",0
"1047","00:01:44",0
"1048","00:01:44",0
"1049","00:01:44",0
"1050","00:01:45",0
"1051","00:01:45",0
"1052","00:01:45",0
"1053","00:01:45",0
"1054","00:01:45",0
"1055","00:01:45",0
"1056","00:01:45",0
"1057","00:01:45",0
"1058","00:01:45",0
"1059","00:01:45",0
"1060","00:01:46",0
"1061","00:01:46",0
"1062","00:01:46",0
"1063","00:01:46",0
"1064","00:01:46",0
"1065","00:01:46",0
"1066","00:01:46",0
"1067","00:01:46",0
"1068","00:01:46",0
"1069","00:01:46",0
"1070","00:01:47",0
"1071","00:01:47",0
"1072","00:01:47",0
"1073","00:01:47",0
"1074","00:01:47",0
"1075","00:01:47",0
"1076","00:01:47",0
"1077","00:01:47",0
"1078","00:01:47",0
"1079","00:01:47",0
"1080","00:01:48",0
"1081","00:01:48",0
"1082","00:01:48",0
"1083","00:01:48",0
"1084","00:01:48",0
"1085","00:01:48",0
"1086","00:01:48",0
"1087","00:01:48",0
"1088","00:01:48",0
"1089","00:01:48",0
"1090","00:01:49",0
"1091","00:01:49",0
"1092","00:01:49",0
"1093","00:01:49",0
"1094","00:01:49",0
"1095","00:01:49",0
"1096","00:01:49",0
"1097","00:01:49",0
"1098","00:01:49",0
"1099","00:01:49",0
"1100","00:01:50",0
"1101","00:01:50",0
"1102","00:01:50",0
"1103","00:01:50",0
"1104","00:01:50",0
"1105","00:01:50",0
"1106","00:01:50",0
"1107","00:01:50",0
"1108","00:01:50",0
"1109","00:01:50",0
"1110","00:01:51",0
"1111","00:01:51",0
"1112","00:01:51",0
"1113","00:01:51",0
"1114","00:01:51",0
"1115","00:01:51",0
"1116","00:01:51",0
"1117","00:01:51",0
"1118","00:01:51",0
"1119","00:01:51",0
"1120","00:01:52",0
"1121","00:01:52",0.46944482
"1122","00:01:52",0.56388934
"1123","00:01:52",0.40833366
"1124","00:01:52",0.4722226
"1125","00:01:52",0
"1126","00:01:52",0
"1127","00:01:52",0
"1128","00:01:52",0.32500026
"1129","00:01:52",0.55277822
"1130","00:01:53",0.55277822
"1131","00:01:53",0.7222228
"1132","00:01:53",0.64166718
"1133","00:01:53",0
"1134","00:01:53",0
"1135","00:01:53",0
"1136","00:01:53",0
"1137","00:01:53",0
"1138","00:01:53",0
"1139","00:01:53",0
"1140","00:01:54",0
"1141","00:01:54",0
"1142","00:01:54",0
"1143","00:01:54",0
"1144","00:01:54",0
"1145","00:01:54",0
"1146","00:01:54",0
"1147","00:01:54",0
"1148","00:01:54",0
"1149","00:01:54",0
"1150","00:01:55",0
"1151","00:01:55",0.45000036
"1152","00:01:55",0.38055586
"1153","00:01:55",0.4861115
"1154","00:01:55",0.37777808
"1155","00:01:55",0.36388918
"1156","00:01:55",0.35555584
"1157","00:01:55",0.31666692
"1158","00:01:55",0
"1159","00:01:55",0
"1160","00:01:56",0
"1161","00:01:56",0
"1162","00:01:56",0
"1163","00:01:56",0
"1164","00:01:56",0
"1165","00:01:56",0
"1166","00:01:56",0
"1167","00:01:56",0.31111136
"1168","00:01:56",0.30833358
"1169","00:01:56",0.3888892
"1170","00:01:57",0.3888892
"1171","00:01:57",0.39722254
"1172","00:01:57",0
"1173","00:01:57",0.4583337
"1174","00:01:57",0.3472225
"1175","00:01:57",0
"1176","00:01:57",0
"1177","00:01:57",0
"1178","00:01:57",0
"1179","00:01:57",0
"1180","00:01:58",0
"1181","00:01:58",0
"1182","00:01:58",0
"1183","00:01:58",0
"1184","00:01:58",0
"1185","00:01:58",0
"1186","00:01:58",0
"1187","00:01:58",0
"1188","00:01:58",0
"1189","00:01:58",0
"1190","00:01:59",0
"1191","00:01:59",0
"1192","00:01:59",0
"1193","00:01:59",0
"1194","00:01:59",0
"1195","00:01:59",0
"1196","00:01:59",0
"1197","00:01:59",0
"1198","00:01:59",0
